year_month,lead_time_bucket,stay_length_bucket,party_segment,users,events,weighted_events,bookings,booking_row_rate,booking_weighted_event_rate,package_share,mobile_share,booking_value_proxy_total,sessions,booking_sessions,session_booking_rate
2013-10-01,91_plus,2_3,solo,1772,5494,7641,405,0.07371678194393884,0.05562099201675173,0.25925925925925924,0.06807426283218056,510,2372,447,0.1884485666104553
2013-10-01,8_30,1,solo,7706,22150,27986,4142,0.18699774266365687,0.15039662688487102,0.09657170449058426,0.05525959367945824,4542,9950,4366,0.43879396984924623
2013-10-01,31_90,4_7,solo,4417,14723,21843,1073,0.07287916864769409,0.049993132811427005,0.46318732525629075,0.09828160021734701,1570,6442,1275,0.19791990065197143
2013-10-01,31_90,8_14,family_with_children,1611,6880,10904,242,0.03517441860465116,0.022652237710931767,0.45454545454545453,0.14723837209302326,352,2653,314,0.11835657745947983
2013-10-01,91_plus,1,couple,3017,9258,11919,855,0.09235255994815295,0.0738316972900411,0.03742690058479532,0.09310866277813783,887,3983,895,0.22470499623399448
2013-10-01,2_7,4_7,couple,3143,9833,14374,787,0.08003661141055629,0.055656045637957424,0.241423125794155,0.13058069765076782,977,4194,1055,0.2515498330948975
2013-10-01,same_next_day,4_7,group,137,405,617,59,0.145679012345679,0.09562398703403566,0.01694915254237288,0.16296296296296298,60,169,72,0.4260355029585799
2013-10-01,same_next_day,1,family_with_children,1932,5660,7755,995,0.17579505300353357,0.12972275950999354,0.003015075376884422,0.23869257950530035,998,2361,1041,0.4409148665819568
2013-10-01,91_plus,2_3,group,1482,5231,7844,336,0.06423246033263239,0.04309026007139215,0.25,0.1164213343528962,420,2115,379,0.17919621749408984
2013-10-01,91_plus,15_plus,couple,436,1154,1664,19,0.016464471403812825,0.01141826923076923,0.631578947368421,0.1464471403812825,31,586,59,0.10068259385665529
2013-10-01,same_next_day,2_3,solo,2748,7645,10079,1428,0.1867887508175278,0.14316896517511657,0.06512605042016807,0.10686723348593852,1521,3438,1660,0.4828388598022106
2013-10-01,2_7,4_7,solo,2508,7520,10953,1039,0.13816489361702128,0.09714233543321464,0.2435033686236766,0.06648936170212766,1292,3382,1214,0.3589591957421644
2013-10-01,2_7,1,group,1451,4284,5869,601,0.14028944911297853,0.10342477423751917,0.008319467554076539,0.10620915032679738,606,1803,726,0.40266222961730447
2013-10-01,8_30,2_3,group,2527,8896,12918,720,0.08093525179856115,0.05635547298343397,0.1527777777777778,0.10094424460431654,830,3485,892,0.25595408895265426
2013-10-01,31_90,4_7,group,2738,11605,18658,530,0.04566996984058595,0.02878121985207418,0.4320754716981132,0.13140887548470487,759,4357,663,0.15216892357126463
2013-10-01,31_90,15_plus,couple,491,1347,1831,23,0.017074981440237565,0.012561441835062807,0.4782608695652174,0.14847809948032664,34,630,87,0.1380952380952381
2013-10-01,91_plus,1,solo,811,2480,3169,228,0.09193548387096774,0.07289365730514358,0.05263157894736842,0.06653225806451613,240,1093,256,0.2342177493138152
2013-10-01,same_next_day,8_14,couple,112,290,384,14,0.04827586206896552,0.036458333333333336,0.14285714285714285,0.05517241379310345,16,129,27,0.20930232558139536
2013-10-01,same_next_day,2_3,group,478,1454,2047,227,0.156121045392022,0.11187103077674646,0.013215859030837005,0.18982118294360384,230,599,284,0.4741235392320534
2013-10-01,2_7,2_3,group,1230,3854,5482,419,0.10871821484172288,0.07716161984677125,0.06682577565632458,0.12221069019200831,447,1592,537,0.3373115577889447
2013-10-01,same_next_day,4_7,couple,950,2662,4082,233,0.0875281743050338,0.057079862812346886,0.12017167381974249,0.1656649135987979,261,1157,352,0.30423509075194466
2013-10-01,same_next_day,4_7,solo,855,2285,3190,342,0.14967177242888402,0.10940438871473354,0.0935672514619883,0.09934354485776806,374,1040,446,0.4288461538461538
2013-10-01,8_30,8_14,family_with_children,490,1484,2202,103,0.06940700808625337,0.047683923705722074,0.1941747572815534,0.07951482479784366,123,690,134,0.19420289855072465
2013-10-01,2_7,8_14,couple,483,1269,1883,73,0.05752561071710008,0.03929899097185342,0.2876712328767123,0.08431836091410559,94,603,143,0.23714759535655058
2013-10-01,91_plus,1,group,524,1699,2268,164,0.09652736904061213,0.07275132275132275,0.03048780487804878,0.10712183637433785,169,749,174,0.23230974632843793
2013-10-01,8_30,1,group,1860,6126,8539,716,0.1168788769180542,0.08431900690947418,0.019553072625698324,0.08047665687234737,730,2407,827,0.34358122143747405
2013-10-01,2_7,8_14,solo,411,957,1380,116,0.12121212121212122,0.08623188405797101,0.19827586206896552,0.04179728317659352,139,490,164,0.3346938775510204
2013-10-01,31_90,15_plus,solo,232,653,988,23,0.03522205206738132,0.02327935222672065,0.5652173913043478,0.05359877488514548,36,312,36,0.11538461538461539
2013-10-01,91_plus,15_plus,group,43,128,200,0,0.0,0.0,,0.171875,0,51,2,0.0392156862745098
2013-10-01,2_7,4_7,group,397,1279,1901,112,0.0875684128225176,0.058916359810625984,0.13392857142857142,0.10398749022673964,127,534,146,0.27340823970037453
2013-10-01,same_next_day,8_14,solo,121,252,325,27,0.10714285714285714,0.08307692307692308,0.037037037037037035,0.05555555555555555,28,135,46,0.34074074074074073
2013-10-01,8_30,15_plus,family_with_children,98,219,295,5,0.0228310502283105,0.01694915254237288,0.0,0.1141552511415525,5,113,22,0.19469026548672566
2013-10-01,2_7,8_14,group,58,179,250,14,0.0782122905027933,0.056,0.07142857142857142,0.0893854748603352,15,71,18,0.2535211267605634
2013-10-01,same_next_day,15_plus,couple,49,82,101,3,0.036585365853658534,0.0297029702970297,0.0,0.12195121951219512,3,57,13,0.22807017543859648
2013-10-01,same_next_day,15_plus,solo,47,80,103,2,0.025,0.019417475728155338,0.0,0.1375,2,50,9,0.18
2013-10-01,91_plus,15_plus,solo,123,424,772,7,0.01650943396226415,0.010362694300518135,1.0,0.049528301886792456,14,179,9,0.05027932960893855
2013-10-01,2_7,15_plus,family_with_children,65,109,158,1,0.009174311926605505,0.006329113924050633,0.0,0.05504587155963303,1,70,14,0.2
2013-10-01,31_90,15_plus,group,56,165,215,2,0.012121212121212121,0.009302325581395349,0.5,0.15151515151515152,3,65,10,0.15384615384615385
2014-10-01,91_plus,2_3,couple,21543,94434,129467,4399,0.04658279856831226,0.03529857029204353,0.1227551716299159,0.1218522989601203,4939,35155,4857,0.1381595790072536
2014-10-01,91_plus,4_7,group,5877,26677,39710,671,0.025152753308093113,0.017048602367161925,0.29210134128166915,0.13787157476477865,867,9774,839,0.08583998363003888
2014-10-01,31_90,1,family_with_children,6045,26408,36171,2477,0.09379733414116934,0.07002847585081971,0.012918853451756156,0.12386398061193578,2509,8979,2466,0.27464082860006683
2014-10-01,31_90,2_3,couple,41843,189683,266393,10041,0.05293568743640706,0.03849200241748094,0.16163728712279654,0.12704354106588361,11664,68428,11684,0.17074881627403987
2014-10-01,91_plus,4_7,couple,29625,137822,206029,3118,0.022623383784881948,0.015599745666872139,0.34028223220012827,0.1498309413591444,4179,51964,3739,0.07195366022631053
2014-10-01,8_30,1,solo,18319,59335,75714,9378,0.15805174011965956,0.12590802229442374,0.08658562593303476,0.057386028482346,10190,25402,9861,0.3881977797023856
2014-10-01,same_next_day,2_3,group,1216,3900,5463,485,0.12435897435897436,0.08877905912502287,0.016494845360824743,0.12897435897435897,493,1537,590,0.38386467143786596
2014-10-01,8_30,1,couple,35514,119113,154455,11611,0.09747886460755753,0.07631996374348515,0.018516923606924467,0.1277526382510725,11826,49101,13519,0.275330441335207
2014-10-01,31_90,4_7,family_with_children,12239,67254,101501,2135,0.03174532369821869,0.021477620910138818,0.3297423887587822,0.14467540964106224,2839,22814,2431,0.10655737704918032
2014-10-01,2_7,2_3,couple,22900,76942,105508,6645,0.08636375451638897,0.06372028661333738,0.06636568848758465,0.1439785812690078,7086,31101,8316,0.2673869007427414
2014-10-01,31_90,8_14,group,1220,4908,6931,112,0.022819885900570498,0.01630356369932189,0.36607142857142855,0.13386308068459657,153,1872,189,0.10096153846153846
2014-10-01,2_7,1,couple,28629,90262,119981,10821,0.11988433670869247,0.09123111159266883,0.010257831993346272,0.149896966608318,10932,37577,12482,0.33217127498203686
2014-10-01,91_plus,4_7,solo,6028,22079,31567,746,0.03378776212690792,0.024582633763107042,0.26273458445040215,0.1006839077856787,942,8977,927,0.10326389662470759
2014-10-01,31_90,2_3,solo,13515,51543,70518,3842,0.07453970471257008,0.055290847726821524,0.19911504424778761,0.0750053353510661,4607,20213,4388,0.21708801266511651
2014-10-01,2_7,2_3,group,3159,11099,15542,1022,0.09208036760068475,0.06646506241153005,0.049902152641878667,0.10793765204072439,1073,4188,1261,0.301098376313276
2014-10-01,2_7,1,solo,17327,53065,68178,9932,0.18716668237067746,0.14756959723077825,0.06987515102698348,0.07047960048996514,10626,23175,10388,0.4482416396979504
2014-10-01,same_next_day,2_3,couple,9546,29947,41588,3396,0.11340034060172972,0.082283350966625,0.022673733804475855,0.18876682138444587,3473,12233,4210,0.34415106678656093
2014-10-01,91_plus,8_14,couple,7896,31393,48398,450,0.014334405759245692,0.009483862969544196,0.4622222222222222,0.17363743509699614,658,12839,676,0.05265207570683075
2014-10-01,91_plus,2_3,group,4949,20546,29215,1025,0.04988805606930789,0.035700838610302925,0.12,0.10235568967195562,1148,7430,1159,0.15598923283983848
2014-10-01,2_7,2_3,solo,14644,47563,64029,7119,0.14967516767235037,0.11268331537272173,0.14426183452732125,0.07541576435464542,8146,20223,7894,0.3903476239924838
2014-10-01,91_plus,8_14,solo,1640,5607,8266,122,0.021758516140538614,0.014759254778611178,0.4180327868852459,0.11378633850543964,173,2312,169,0.07309688581314878
2014-10-01,31_90,8_14,solo,2534,9277,13250,358,0.0385900614422766,0.02739622641509434,0.3240223463687151,0.08569580683410585,474,3833,493,0.1286198799895643
2014-10-01,31_90,8_14,couple,7318,31037,45725,715,0.023037020330573185,0.015855658829961726,0.41818181818181815,0.1346135257917969,1014,11988,1068,0.0890890890890891
2014-10-01,2_7,4_7,couple,7618,26359,37878,1696,0.06434234986152737,0.04519774011299435,0.15566037735849056,0.1404833263780872,1960,10690,2288,0.21403180542563144
2014-10-01,8_30,4_7,family_with_children,3681,17329,25509,688,0.03970223325062035,0.02748049707946215,0.2863372093023256,0.13232154192394252,885,5989,809,0.1350809817999666
2014-10-01,31_90,15_plus,couple,986,3529,4773,58,0.01643525077925758,0.012780222082547664,0.3103448275862069,0.1433833947293851,76,1401,125,0.08922198429693076
2014-10-01,8_30,2_3,family_with_children,7730,33749,47171,2095,0.06207591336039586,0.04513366263170168,0.10023866348448687,0.14296719902811936,2305,11535,2283,0.19791937581274383
2014-10-01,2_7,4_7,solo,5867,19379,26727,2339,0.12069766241808143,0.08938526583604595,0.17828131680205217,0.07616492079054647,2756,8366,2762,0.3301458283528568
2014-10-01,31_90,2_3,group,8825,40621,58020,2189,0.05388838285615814,0.038210961737331954,0.13887619917770672,0.10344403141232368,2493,14066,2654,0.18868192805346226
2014-10-01,8_30,8_14,solo,1994,7060,10227,372,0.052691218130311614,0.03705876601153808,0.239247311827957,0.06402266288951841,461,2873,544,0.1893491124260355
2014-10-01,8_30,1,group,5434,18961,25100,2096,0.1105426928959443,0.08426294820717131,0.012404580152671756,0.09593375876799747,2122,7364,2406,0.3267246061922868
2014-10-01,31_90,15_plus,solo,624,2041,2803,55,0.026947574718275354,0.01962183374955405,0.2545454545454545,0.06222439980401764,69,855,107,0.12514619883040937
2014-10-01,same_next_day,4_7,solo,1980,5498,7673,768,0.13968715896689704,0.10100351883226899,0.05859375,0.1000363768643143,813,2514,965,0.38385043754972153
2014-10-01,91_plus,2_3,solo,4995,18429,25209,1037,0.056270009224591674,0.04268316870958785,0.15525554484088716,0.07352542188941343,1198,7202,1179,0.163704526520411
2014-10-01,2_7,1,group,3918,12454,17038,1582,0.1270274610566886,0.09367296631059983,0.009481668773704172,0.11972057170387024,1597,5023,1857,0.3696993828389409
2014-10-01,same_next_day,2_3,solo,6339,19195,26019,3211,0.16728314665277416,0.1243322187632115,0.05543444409841171,0.10638187027871841,3389,8347,3671,0.43979873008266446
2014-10-01,91_plus,8_14,group,1160,4370,6540,67,0.015331807780320367,0.010244648318042813,0.373134328358209,0.17848970251716248,92,1713,94,0.05487448920023351
2014-10-01,same_next_day,4_7,couple,2417,7262,10471,670,0.09226108510052328,0.06475026263012129,0.058208955223880594,0.1695125309832002,709,3082,908,0.2946138870863076
2014-10-01,8_30,8_14,couple,3160,11643,17000,391,0.03358241003177875,0.023352941176470587,0.2710997442455243,0.15013312720089325,497,4851,579,0.11935683364254793
2014-10-01,91_plus,1,family_with_children,2695,11149,14975,841,0.07543277423984214,0.05696160267111853,0.0178359096313912,0.11597452686339582,856,4105,856,0.20852618757612668
2014-10-01,8_30,15_plus,couple,509,1655,2284,49,0.029607250755287008,0.0223292469352014,0.12244897959183673,0.17764350453172206,55,660,92,0.1393939393939394
2014-10-01,same_next_day,8_14,family_with_children,48,123,176,7,0.056910569105691054,0.03977272727272727,0.0,0.17886178861788618,7,63,9,0.14285714285714285
2014-10-01,8_30,15_plus,solo,485,1572,2147,61,0.03880407124681934,0.02841173730787145,0.09836065573770492,0.07124681933842239,67,646,106,0.16408668730650156
2014-10-01,8_30,15_plus,group,62,153,224,2,0.013071895424836602,0.008928571428571428,0.0,0.05228758169934641,2,79,5,0.06329113924050633
2014-10-01,same_next_day,4_7,group,323,1016,1509,135,0.1328740157480315,0.08946322067594434,0.014814814814814815,0.11909448818897637,137,427,167,0.3911007025761124
2014-10-01,91_plus,15_plus,couple,1172,3791,5293,45,0.011870218939593774,0.008501794823351597,0.24444444444444444,0.15800580321814825,56,1635,93,0.05688073394495413
2014-10-01,2_7,4_7,group,1024,3315,4755,259,0.07812971342383107,0.05488958990536277,0.08108108108108109,0.08597285067873303,280,1385,340,0.24548736462093862
2014-10-01,same_next_day,1,family_with_children,2907,10193,14390,1304,0.12793093299323066,0.09145239749826269,0.003834355828220859,0.21622682232904936,1309,3709,1352,0.36451873820436775
2014-10-01,2_7,8_14,family_with_children,165,514,707,26,0.05058365758754864,0.036775106082036775,0.15384615384615385,0.07392996108949416,30,215,33,0.15348837209302327
2014-10-01,91_plus,15_plus,solo,382,1343,1880,19,0.014147431124348473,0.010106382978723405,0.2631578947368421,0.08935219657483247,24,505,30,0.0594059405940594
2014-10-01,8_30,8_14,group,344,1258,1756,43,0.03418124006359301,0.025056947608200455,0.23255813953488372,0.13751987281399047,53,488,59,0.12090163934426229
2014-10-01,91_plus,15_plus,group,127,370,487,1,0.002702702702702703,0.002053388090349076,0.0,0.10270270270270271,1,152,8,0.05263157894736842
2014-10-01,2_7,15_plus,family_with_children,29,82,103,3,0.036585365853658534,0.02912621359223301,0.6666666666666666,0.0975609756097561,5,36,6,0.16666666666666666
2014-06-01,31_90,4_7,solo,7587,29141,42533,1664,0.05710167804811091,0.039639809089412927,0.32752403846153844,0.09124601077519646,2209,11435,1981,0.17324005247048535
2014-06-01,8_30,1,couple,26280,91453,120021,9192,0.10051064481208927,0.0778363786337391,0.01468668407310705,0.11582998917476736,9327,36201,10287,0.28416342089997515
2014-06-01,31_90,4_7,couple,26168,119805,187723,4639,0.03872125537331497,0.025084832439285543,0.4031041172666523,0.15597846500563414,6509,43702,5526,0.12644730218296646
2014-06-01,8_30,1,solo,12038,39270,51513,5957,0.1516934046345811,0.11719371809057907,0.07688433775390296,0.06771072065189712,6415,16321,6207,0.38030757919245145
2014-06-01,8_30,4_7,couple,17422,73522,113495,3418,0.04648948614020293,0.0305035464117362,0.34932709186658867,0.1385435651913713,4612,27290,4285,0.157017222425797
2014-06-01,31_90,2_3,solo,9609,35675,49893,2701,0.07571128241065171,0.055037780851021186,0.2010366530914476,0.08442887175893483,3244,13905,3060,0.22006472491909385
2014-06-01,8_30,4_7,solo,7704,28354,41363,2361,0.0832686746138111,0.0583129850349346,0.2884371029224905,0.089934400790012,3042,11300,2753,0.2436283185840708
2014-06-01,2_7,1,couple,20152,65478,87888,7745,0.11828400378753169,0.0892044420171127,0.011233053582956747,0.134029750450533,7832,26370,8593,0.32586272279105044
2014-06-01,31_90,1,solo,5932,19455,25626,2290,0.11770753019789257,0.09123546398189339,0.04890829694323144,0.06949370341814444,2402,7913,2464,0.31138632629849616
2014-06-01,91_plus,4_7,family_with_children,5992,27250,44542,656,0.024073394495412844,0.015401194378339545,0.4329268292682927,0.1611376146788991,940,10088,751,0.07444488501189532
2014-06-01,91_plus,8_14,couple,5066,19142,30937,408,0.021314387211367674,0.013382034457122539,0.6176470588235294,0.1713509560129558,660,7921,573,0.07233935109203384
2014-06-01,8_30,8_14,family_with_children,1290,5994,9316,175,0.029195862529195864,0.019321597252039503,0.4742857142857143,0.17951284617951285,258,2170,250,0.1152073732718894
2014-06-01,8_30,2_3,couple,33512,137035,190588,8957,0.06536286350202503,0.04779419480764791,0.11934799598079714,0.13123654540810742,10026,50378,10647,0.21134225257056652
2014-06-01,31_90,1,couple,17201,65382,85984,6212,0.09501085925789973,0.07387420915519166,0.01625885383129427,0.10357590774219204,6313,24540,6631,0.2702118989405053
2014-06-01,2_7,2_3,family_with_children,5924,24745,35390,1717,0.06938775510204082,0.04922294433455778,0.0384391380314502,0.18197615679935342,1783,8315,1976,0.23764281419122069
2014-06-01,same_next_day,1,family_with_children,3800,13995,20280,1846,0.13190425151839943,0.09201183431952663,0.0,0.2631654162200786,1846,5018,1921,0.3828218413710642
2014-06-01,31_90,4_7,group,5163,24725,38303,969,0.03919110212335693,0.0254810328172728,0.32507739938080493,0.12756319514661274,1284,8530,1165,0.1365767878077374
2014-06-01,8_30,2_3,group,6360,28759,40806,1850,0.06432768872353002,0.04570406312797138,0.07783783783783783,0.10198546541952085,1994,9691,2323,0.23970694458776184
2014-06-01,91_plus,2_3,family_with_children,3231,13383,19541,629,0.04699992527833819,0.032802824829844944,0.15580286168521462,0.11977882388104312,727,4729,675,0.14273630788750263
2014-06-01,8_30,4_7,group,3082,13140,20539,631,0.04802130898021309,0.030819416719411852,0.25990491283676703,0.1248097412480974,795,4665,830,0.17792068595927116
2014-06-01,31_90,2_3,couple,31219,140655,196732,8100,0.05758771462088088,0.0420978793485554,0.14679012345679013,0.12595357434858342,9289,49408,9184,0.18588082901554404
2014-06-01,2_7,1,solo,12240,37776,49523,6861,0.18162325285895806,0.14041960301274156,0.06238157702958752,0.076715374841169,7289,16136,7195,0.4458973723351512
2014-06-01,31_90,2_3,group,6985,32396,46974,1936,0.059760464254846275,0.041661344573593904,0.11621900826446281,0.10050623533769601,2161,10712,2225,0.2077109783420463
2014-06-01,31_90,8_14,family_with_children,2511,12356,20106,350,0.02832631919715118,0.017507211777578833,0.46285714285714286,0.1720621560375526,512,4328,423,0.09773567467652496
2014-06-01,2_7,1,group,3290,11379,15641,1414,0.12426399507865366,0.09097883767022569,0.006364922206506365,0.10088759996484753,1423,4278,1622,0.3791491351098644
2014-06-01,8_30,2_3,solo,14517,52185,71535,5655,0.10836447254958322,0.08018452505766407,0.18620689655172415,0.08201590495353071,6708,20906,6253,0.29910073663063236
2014-06-01,31_90,1,group,3884,16318,21936,1549,0.094925848755975,0.07129832239241429,0.010329244673983214,0.08898149283000367,1565,5608,1703,0.30367332382310985
2014-06-01,91_plus,8_14,group,777,3105,4653,49,0.015780998389694042,0.01053084031807436,0.40816326530612246,0.13301127214170694,69,1166,67,0.057461406518010294
2014-06-01,2_7,4_7,couple,5752,19682,28443,1267,0.06437353927446397,0.04542418169672679,0.2138910812943962,0.1403312671476476,1538,7943,1655,0.20835956187838348
2014-06-01,same_next_day,2_3,group,988,3199,4547,405,0.12660206314473274,0.08950956674730591,0.012345679012345678,0.14598311972491404,410,1272,512,0.4025157232704403
2014-06-01,same_next_day,2_3,solo,4769,14359,19993,2456,0.1710425517097291,0.12359325764017406,0.06311074918566775,0.11017480325927989,2611,6238,2823,0.45254889387624236
2014-06-01,8_30,1,group,4839,20291,27810,2109,0.10393770637228328,0.07623157137720245,0.008534850640113799,0.08254891331132029,2127,6842,2332,0.3408360128617363
2014-06-01,91_plus,1,couple,7201,26163,34388,2204,0.08424110384894698,0.06650575782249622,0.01588021778584392,0.11149333027558002,2239,10234,2357,0.23031072894273988
2014-06-01,31_90,15_plus,couple,650,1881,2589,39,0.02073365231259968,0.015836230204712243,0.1794871794871795,0.12759170653907495,46,806,100,0.12406947890818859
2014-06-01,same_next_day,2_3,couple,6915,21649,30360,2411,0.11136773061111367,0.08007246376811594,0.027374533388635422,0.16601228694166012,2477,8736,2921,0.3343635531135531
2014-06-01,91_plus,15_plus,couple,704,2026,3199,26,0.012833168805528134,0.008440137542982182,0.4230769230769231,0.10710760118460019,37,944,58,0.0614406779661017
2014-06-01,2_7,4_7,solo,4180,13422,19027,1562,0.11637609894203546,0.08356545961002786,0.17861715749039692,0.0645209357770824,1841,5753,1854,0.32226664349035283
2014-07-01,same_next_day,8_14,group,45,103,148,10,0.0970873786407767,0.06756756756756757,0.0,0.14563106796116504,10,48,12,0.25
2014-10-01,31_90,15_plus,group,129,427,574,3,0.00702576112412178,0.005226480836236934,0.3333333333333333,0.06557377049180328,4,187,10,0.053475935828877004
2014-04-01,same_next_day,15_plus,family_with_children,17,25,27,1,0.04,0.037037037037037035,0.0,0.28,1,18,3,0.16666666666666666
2013-10-01,same_next_day,8_14,group,20,44,70,6,0.13636363636363635,0.08571428571428572,0.0,0.022727272727272728,6,25,8,0.32
2013-08-01,2_7,15_plus,group,15,27,34,2,0.07407407407407407,0.058823529411764705,0.0,0.18518518518518517,2,19,3,0.15789473684210525
2013-08-01,2_7,8_14,solo,330,895,1397,88,0.09832402234636871,0.06442376521116679,0.375,0.09162011173184358,121,434,124,0.2857142857142857
2013-08-01,31_90,15_plus,family_with_children,137,293,411,9,0.030716723549488054,0.021897810218978103,0.1111111111111111,0.09897610921501707,10,153,26,0.16993464052287582
2013-08-01,same_next_day,15_plus,solo,31,81,136,5,0.06172839506172839,0.03676470588235294,0.2,0.20987654320987653,6,35,10,0.2857142857142857
2013-08-01,same_next_day,15_plus,couple,40,68,87,4,0.058823529411764705,0.04597701149425287,0.0,0.22058823529411764,4,43,9,0.20930232558139536
2013-08-01,same_next_day,8_14,group,21,55,79,3,0.05454545454545454,0.0379746835443038,0.0,0.18181818181818182,3,28,6,0.21428571428571427
2013-08-01,2_7,8_14,group,66,163,223,12,0.0736196319018405,0.053811659192825115,0.08333333333333333,0.09815950920245399,13,73,13,0.1780821917808219
2013-08-01,same_next_day,15_plus,group,7,21,26,0,0.0,0.0,,0.0,0,7,3,0.42857142857142855
2014-07-01,same_next_day,15_plus,family_with_children,44,76,106,2,0.02631578947368421,0.018867924528301886,0.0,0.2631578947368421,2,49,5,0.10204081632653061
2014-03-01,same_next_day,15_plus,family_with_children,12,13,20,0,0.0,0.0,,0.15384615384615385,0,12,1,0.08333333333333333
2014-05-01,same_next_day,15_plus,solo,81,155,230,11,0.07096774193548387,0.04782608695652174,0.09090909090909091,0.08387096774193549,12,88,18,0.20454545454545456
2014-05-01,same_next_day,15_plus,group,20,33,44,2,0.06060606060606061,0.045454545454545456,0.0,0.06060606060606061,2,23,5,0.21739130434782608
2013-05-01,8_30,4_7,couple,7772,28879,50691,1712,0.05928183108833408,0.03399025468031801,0.45151869158878505,0.12701270819626717,2485,11549,2147,0.18590354143215862
2013-05-01,91_plus,8_14,group,317,1119,1949,25,0.022341376228775692,0.013340174448435094,0.72,0.11170688114387846,43,455,31,0.06813186813186813
2013-05-01,91_plus,1,couple,3326,11398,19288,1097,0.09624495525530795,0.05806719203649938,0.03555150410209663,0.10475522021407264,1136,4628,1210,0.26145203111495247
2013-05-01,31_90,4_7,family_with_children,8861,42637,77350,2187,0.051293477496071486,0.028907563025210085,0.24919981710105166,0.13901071839013063,2732,14895,2408,0.16166498825109096
2013-05-01,91_plus,2_3,couple,7139,26513,46571,1611,0.06076264474031607,0.03542977389362479,0.24084419615145872,0.12390148229170596,1999,10311,1825,0.17699544176122586
2013-05-01,91_plus,2_3,solo,1864,5594,9683,381,0.06810868787987129,0.039760404833212845,0.29396325459317585,0.09313550232391848,493,2475,468,0.1890909090909091
2013-05-01,2_7,1,family_with_children,4838,14656,24260,2360,0.16102620087336245,0.0989282769991756,0.004661016949152543,0.0982532751091703,2371,5981,2394,0.40026751379368
2013-05-01,8_30,4_7,solo,3824,12006,20092,1310,0.10911211061136099,0.06604618753732829,0.37709923664122136,0.09103781442612027,1804,5270,1533,0.2908918406072106
2013-05-01,8_30,2_3,family_with_children,8532,30745,53376,3074,0.09998373719303952,0.058621852517985615,0.03806115810019518,0.0945844852821597,3191,11680,3367,0.28827054794520546
2013-05-01,2_7,2_3,family_with_children,4557,14067,23508,1764,0.1253998720409469,0.07635698485621915,0.024376417233560092,0.10656145588967086,1807,5706,1919,0.33631265334735366
2013-05-01,same_next_day,1,family_with_children,3021,8532,14055,1541,0.18061415846225973,0.11056563500533619,0.0,0.16350210970464135,1541,3625,1611,0.44441379310344825
2013-05-01,31_90,2_3,group,2861,11669,20834,833,0.07138572285542892,0.04017471440913891,0.17406962785114047,0.11054931870768703,978,4216,1003,0.23790322580645162
2013-05-01,91_plus,4_7,family_with_children,4987,20421,35539,914,0.04475784731403947,0.02659050620445145,0.25711159737417943,0.1292786837079477,1149,7696,1014,0.13175675675675674
2013-05-01,8_30,1,family_with_children,6429,21138,35681,3113,0.14727031885703473,0.08906701045374289,0.006745904272406039,0.08354622007758539,3134,8232,3114,0.3782798833819242
2013-05-01,31_90,2_3,couple,13208,51288,90968,3591,0.07001637810014039,0.04009102101838009,0.19270398217766638,0.12373264701294649,4283,19423,4210,0.21675333367656902
2013-05-01,8_30,4_7,group,1090,4069,7485,221,0.054313099041533544,0.029792919171676688,0.3212669683257919,0.11427869255345294,292,1616,292,0.1806930693069307
2013-05-01,2_7,4_7,family_with_children,1566,4674,8035,495,0.10590500641848524,0.06297448662103299,0.06868686868686869,0.09863072314933675,529,2030,577,0.28423645320197044
2013-05-01,same_next_day,2_3,family_with_children,1773,4908,8478,680,0.13854930725346373,0.08103326256192499,0.014705882352941176,0.14445802770986146,690,2090,781,0.3736842105263158
2013-05-01,31_90,1,family_with_children,6110,24577,43272,2998,0.12198396875127152,0.07032261046404141,0.008338892595063376,0.0989136184237295,3023,8631,2885,0.3342602247711737
2013-05-01,91_plus,8_14,couple,2405,9218,16334,242,0.026252983293556086,0.015060609771029753,0.7768595041322314,0.17682794532436538,430,3670,302,0.08228882833787465
2013-05-01,91_plus,1,group,619,2130,3530,224,0.10516431924882629,0.06345609065155808,0.03571428571428571,0.12910798122065728,232,849,234,0.2756183745583039
2013-05-01,31_90,2_3,solo,4364,14287,25060,1368,0.0957513823755862,0.055626496408619316,0.26096491228070173,0.07895289423951844,1725,5899,1575,0.26699440583149686
2013-05-01,same_next_day,4_7,solo,606,1708,2895,251,0.14695550351288056,0.08739205526770294,0.099601593625498,0.12060889929742388,276,747,309,0.41365461847389556
2013-05-01,91_plus,1,solo,996,2851,4748,286,0.10031567870922484,0.061078348778433024,0.08041958041958042,0.06980007015082428,309,1291,321,0.24864446165762974
2013-05-01,same_next_day,4_7,couple,840,2201,3873,196,0.08905043162199,0.050606764781822876,0.11224489795918367,0.18264425261244888,218,1037,313,0.3018322082931533
2013-05-01,31_90,15_plus,couple,417,917,1464,31,0.03380588876772083,0.02185792349726776,0.45161290322580644,0.11014176663031625,45,487,70,0.1437371663244353
2013-05-01,91_plus,2_3,group,1521,5923,10516,336,0.05672800945466824,0.03195131228604032,0.2261904761904762,0.12645618774269796,412,2203,392,0.17793917385383567
2013-05-01,8_30,8_14,family_with_children,726,2169,3893,124,0.05716920239741816,0.0331363986642692,0.21774193548387097,0.07883817427385892,151,946,175,0.1849894291754757
